customer_id,gender,senior,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,Excel functions -> Exercise3,average_monthly_charges,Excel functions -> Exercise4,contract_type,phone_type,internet_type,service_type
9833-TGFHX,Male,0,Yes,Yes,2,2,1,Electronic check,$97.10 ,"$4,016.75 ",No,41,FALSE,FALSE,TRUE,TRUE,TRUE,3,20160831,$97.10 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
9831-BPFRI,Female,0,Yes,Yes,2,2,1,Electronic check,$89.55 ,"$3,474.45 ",Yes,39,TRUE,TRUE,TRUE,TRUE,TRUE,3,20161117,$89.55 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
9830-ECLEN,Male,0,Yes,Yes,0,1,1,Mailed check,$50.00 ,"$2,919.85 ",No,58,FALSE,FALSE,FALSE,TRUE,FALSE,3,20150401,$50.00 ,TRUE,1 Year,No Phone Service,DSL,Internet Only
9828-QHFBK,Male,0,No,No,1,1,0,Electronic check,$51.15 ,"$1,275.70 ",No,25,FALSE,FALSE,TRUE,TRUE,TRUE,0,20180113,$51.15 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
9828-AOQLM,Female,0,Yes,Yes,1,1,0,Electronic check,$45.70 ,$45.70 ,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,3,20200111,$45.70 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
9825-YCXWZ,Female,1,No,No,1,2,1,Bank transfer (automatic),$101.10 ,"$4,016.20 ",No,40,TRUE,FALSE,TRUE,TRUE,TRUE,0,20161020,$101.10 ,TRUE,1 Year,One Line,Fiber Optic,Phone+Internet
9824-QCJPK,Male,0,Yes,No,1,0,1,Mailed check,$20.00 ,$666.75 ,No,33,FALSE,FALSE,TRUE,FALSE,FALSE,1,20170502,$20.00 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
9824-BEMCV,Male,0,Yes,Yes,1,2,0,Electronic check,$69.00 ,"$1,149.65 ",Yes,17,FALSE,TRUE,TRUE,TRUE,TRUE,3,20180922,$69.00 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9823-EALYC,Male,0,Yes,Yes,2,1,2,Bank transfer (automatic),$80.85 ,"$5,727.45 ",No,71,FALSE,FALSE,TRUE,TRUE,TRUE,3,20140319,$80.85 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
9822-WMWVG,Female,0,No,No,2,2,0,Electronic check,$106.50 ,"$4,282.40 ",No,40,TRUE,FALSE,TRUE,TRUE,TRUE,0,20161005,$106.50 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
9822-OAOVB,Female,0,No,No,1,1,0,Electronic check,$55.45 ,$55.45 ,No,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,20200111,$55.45 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
9822-BIIGN,Male,0,Yes,Yes,2,1,0,Electronic check,$71.85 ,"$3,827.90 ",No,53,FALSE,FALSE,TRUE,TRUE,TRUE,3,20150904,$71.85 ,TRUE,Month-to-Month,Two or More Lines,DSL,Phone+Internet
9821-POOTN,Male,0,Yes,No,2,2,0,Electronic check,$75.20 ,"$2,576.20 ",Yes,34,FALSE,TRUE,TRUE,TRUE,TRUE,1,20170404,$75.20 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
9821-BESNZ,Male,0,No,No,2,2,1,Electronic check,$104.25 ,"$6,860.60 ",No,66,FALSE,FALSE,TRUE,TRUE,TRUE,0,20140819,$104.25 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
9820-RMCQV,Female,0,No,No,1,1,0,Credit card (automatic),$48.55 ,$501.00 ,Yes,10,TRUE,TRUE,TRUE,TRUE,TRUE,0,20190403,$48.55 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
9819-FBNSV,Male,1,Yes,No,1,2,0,Bank transfer (automatic),$72.25 ,"$2,575.45 ",No,36,FALSE,FALSE,TRUE,TRUE,TRUE,1,20170221,$72.25 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9818-XQCUV,Female,0,No,No,1,0,0,Mailed check,$20.35 ,$45.30 ,No,2,TRUE,FALSE,TRUE,FALSE,FALSE,0,20191205,$20.35 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
9817-APLHW,Male,0,No,No,2,0,0,Electronic check,$25.00 ,$316.20 ,No,13,FALSE,FALSE,TRUE,FALSE,FALSE,0,20190122,$25.00 ,TRUE,Month-to-Month,Two or More Lines,No Internet Service,Phone Only
9814-AOUDH,Male,0,No,No,1,0,2,Credit card (automatic),$19.50 ,"$1,050.50 ",No,54,FALSE,FALSE,TRUE,FALSE,FALSE,0,20150817,$19.50 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
9812-GHVRI,Female,0,No,No,2,2,0,Bank transfer (automatic),$83.85 ,"$3,532.25 ",No,42,TRUE,FALSE,TRUE,TRUE,TRUE,0,20160808,$83.85 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
9809-IMGCQ,Male,1,No,No,2,2,0,Electronic check,$96.70 ,"$2,082.95 ",Yes,22,FALSE,TRUE,TRUE,TRUE,TRUE,0,20180426,$96.70 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
9805-FILKB,Male,0,Yes,Yes,1,0,1,Bank transfer (automatic),$20.20 ,$845.60 ,No,42,FALSE,FALSE,TRUE,FALSE,FALSE,3,20160816,$20.20 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
9804-ICWBG,Male,0,No,No,1,2,0,Electronic check,$69.90 ,$69.90 ,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20200111,$69.90 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9803-FTJCG,Male,0,Yes,Yes,2,1,1,Credit card (automatic),$66.85 ,"$4,748.70 ",No,71,FALSE,FALSE,TRUE,TRUE,TRUE,3,20140313,$66.85 ,TRUE,1 Year,Two or More Lines,DSL,Phone+Internet
9802-CAQUT,Female,0,Yes,Yes,2,2,2,Credit card (automatic),$109.55 ,"$7,887.25 ",No,72,TRUE,FALSE,TRUE,TRUE,TRUE,3,20140212,$109.55 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
9801-NOSHQ,Male,0,No,Yes,1,0,1,Mailed check,$19.80 ,$465.45 ,No,24,FALSE,FALSE,TRUE,FALSE,FALSE,2,20180225,$19.80 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
9801-GDWGV,Female,0,No,No,2,2,0,Electronic check,$103.45 ,"$3,994.45 ",Yes,39,TRUE,TRUE,TRUE,TRUE,TRUE,0,20161123,$103.45 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
9800-OUIGR,Male,0,Yes,Yes,1,0,2,Credit card (automatic),$20.00 ,"$1,374.20 ",No,69,FALSE,FALSE,TRUE,FALSE,FALSE,3,20140523,$20.00 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
9800-ONTFE,Female,0,Yes,Yes,2,2,0,Bank transfer (automatic),$75.80 ,"$1,615.10 ",No,21,TRUE,FALSE,TRUE,TRUE,TRUE,3,20180503,$75.80 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
9799-CAYJJ,Female,1,Yes,No,1,2,0,Electronic check,$69.30 ,$153.80 ,No,2,TRUE,FALSE,TRUE,TRUE,TRUE,1,20191205,$69.30 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9798-OPFEM,Female,0,No,No,1,0,2,Electronic check,$21.10 ,$937.10 ,No,44,TRUE,FALSE,TRUE,FALSE,FALSE,0,20160531,$21.10 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
9798-DRYDS,Female,0,Yes,Yes,2,1,1,Mailed check,$61.95 ,"$1,070.70 ",No,17,TRUE,FALSE,TRUE,TRUE,TRUE,3,20180903,$61.95 ,TRUE,1 Year,Two or More Lines,DSL,Phone+Internet
9796-MVYXX,Female,1,No,No,0,1,2,Mailed check,$39.70 ,$692.35 ,No,17,TRUE,FALSE,FALSE,TRUE,FALSE,0,20180829,$39.70 ,TRUE,2 Year,No Phone Service,DSL,Internet Only
9796-BPKIW,Male,1,No,No,1,2,0,Credit card (automatic),$69.95 ,$562.70 ,No,8,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190611,$69.95 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9795-VOWON,Male,0,No,No,0,1,1,Credit card (automatic),$24.35 ,$150.85 ,No,6,FALSE,FALSE,FALSE,TRUE,FALSE,0,20190806,$24.35 ,TRUE,1 Year,No Phone Service,DSL,Internet Only
9795-SHUHB,Female,0,Yes,Yes,1,1,2,Credit card (automatic),$58.20 ,"$3,810.80 ",No,65,TRUE,FALSE,TRUE,TRUE,TRUE,3,20140829,$58.20 ,TRUE,2 Year,One Line,DSL,Phone+Internet
9795-NREXC,Female,0,Yes,No,2,1,2,Credit card (automatic),$85.00 ,"$5,484.40 ",No,65,TRUE,FALSE,TRUE,TRUE,TRUE,1,20140927,$85.00 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
9793-WECQC,Male,0,No,No,1,2,0,Mailed check,$95.30 ,"$2,192.90 ",No,23,FALSE,FALSE,TRUE,TRUE,TRUE,0,20180313,$95.30 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9788-YTFGE,Male,0,No,No,1,0,0,Mailed check,$19.95 ,$147.50 ,No,7,FALSE,FALSE,TRUE,FALSE,FALSE,0,20190701,$19.95 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
9788-HNGUT,Male,0,Yes,No,2,2,2,Credit card (automatic),$116.95 ,"$8,594.40 ",No,73,FALSE,FALSE,TRUE,TRUE,TRUE,1,20131228,$116.95 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
9787-XVQIU,Male,0,No,No,2,2,0,Electronic check,$75.30 ,$75.30 ,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20200111,$75.30 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
9786-YWNHU,Female,0,Yes,Yes,1,1,2,Mailed check,$63.55 ,"$4,014.20 ",No,63,TRUE,FALSE,TRUE,TRUE,TRUE,3,20141107,$63.55 ,TRUE,2 Year,One Line,DSL,Phone+Internet
9786-IJYDL,Female,0,No,No,2,2,2,Mailed check,$113.20 ,"$3,914.05 ",No,35,TRUE,FALSE,TRUE,TRUE,TRUE,0,20170326,$113.20 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
9782-LGXMC,Female,0,Yes,Yes,1,1,0,Bank transfer (automatic),$61.75 ,"$3,024.15 ",No,49,TRUE,FALSE,TRUE,TRUE,TRUE,3,20160113,$61.75 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
9780-FKVVF,Male,0,No,No,1,1,0,Bank transfer (automatic),$59.15 ,$336.70 ,No,6,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190821,$59.15 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
9779-DPNEJ,Female,0,Yes,Yes,1,2,0,Electronic check,$80.15 ,"$1,790.65 ",No,22,TRUE,FALSE,TRUE,TRUE,TRUE,3,20180402,$80.15 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9778-OGKQZ,Male,0,Yes,No,2,1,2,Credit card (automatic),$92.00 ,"$6,782.15 ",No,74,FALSE,FALSE,TRUE,TRUE,TRUE,1,20131221,$92.00 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
9777-WJJPR,Male,0,Yes,No,2,2,0,Credit card (automatic),$88.65 ,"$2,683.20 ",No,30,FALSE,FALSE,TRUE,TRUE,TRUE,1,20170804,$88.65 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
9777-IQHWP,Male,0,Yes,Yes,2,2,2,Bank transfer (automatic),$93.40 ,"$5,822.30 ",No,62,FALSE,FALSE,TRUE,TRUE,TRUE,3,20141202,$93.40 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
9776-OJUZI,Female,1,No,No,2,2,0,Bank transfer (automatic),$95.45 ,"$6,223.30 ",No,65,TRUE,FALSE,TRUE,TRUE,TRUE,0,20140906,$95.45 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
9776-CLUJA,Female,1,Yes,No,2,2,0,Electronic check,$77.50 ,"$3,807.35 ",Yes,49,TRUE,TRUE,TRUE,TRUE,TRUE,1,20160108,$77.50 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
9774-NRNAU,Male,1,Yes,No,2,1,0,Bank transfer (automatic),$84.80 ,"$2,309.55 ",No,27,FALSE,FALSE,TRUE,TRUE,TRUE,1,20171104,$84.80 ,TRUE,Month-to-Month,Two or More Lines,DSL,Phone+Internet
9773-PEQBZ,Male,0,No,No,2,2,0,Electronic check,$79.85 ,$797.25 ,No,10,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190413,$79.85 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
9770-LXDBK,Female,0,No,No,1,0,0,Mailed check,$20.40 ,$63.15 ,No,3,TRUE,FALSE,TRUE,FALSE,FALSE,0,20191108,$20.40 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
9770-KXGQU,Female,0,No,No,2,2,1,Mailed check,$98.60 ,"$5,311.85 ",No,54,TRUE,FALSE,TRUE,TRUE,TRUE,0,20150817,$98.60 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
9769-TSBZE,Female,0,No,Yes,2,1,2,Electronic check,$66.00 ,"$4,891.50 ",No,74,TRUE,FALSE,TRUE,TRUE,TRUE,2,20131209,$66.00 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
9767-FFLEM,Male,0,No,No,1,2,0,Credit card (automatic),$69.50 ,"$2,625.25 ",No,38,FALSE,FALSE,TRUE,TRUE,TRUE,0,20161219,$69.50 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9766-HGEDE,Female,0,Yes,No,1,0,1,Mailed check,$19.35 ,$307.00 ,No,16,TRUE,FALSE,TRUE,FALSE,FALSE,1,20181016,$19.35 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
9764-REAFF,Female,0,Yes,No,1,0,2,Bank transfer (automatic),$18.40 ,"$1,057.85 ",No,57,TRUE,FALSE,TRUE,FALSE,FALSE,1,20150429,$18.40 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
9763-PDTKK,Female,0,No,No,1,2,0,Bank transfer (automatic),$94.40 ,$387.20 ,Yes,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,20191009,$94.40 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9763-GRSKD,Male,0,Yes,Yes,1,1,0,Mailed check,$49.95 ,$587.45 ,No,12,FALSE,FALSE,TRUE,TRUE,TRUE,3,20190218,$49.95 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
9762-YAQAA,Male,0,No,No,2,2,1,Credit card (automatic),$81.40 ,"$3,213.75 ",No,39,FALSE,FALSE,TRUE,TRUE,TRUE,0,20161028,$81.40 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
9761-XUJWD,Male,0,No,No,1,1,0,Bank transfer (automatic),$65.60 ,$339.90 ,No,5,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190906,$65.60 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
9758-MFWGD,Female,1,Yes,Yes,0,1,1,Bank transfer (automatic),$29.90 ,"$1,388.75 ",No,46,TRUE,FALSE,FALSE,TRUE,FALSE,3,20160330,$29.90 ,TRUE,1 Year,No Phone Service,DSL,Internet Only
9755-JHNMN,Female,0,No,No,1,1,2,Bank transfer (automatic),$67.40 ,"$3,306.85 ",No,49,TRUE,FALSE,TRUE,TRUE,TRUE,0,20160110,$67.40 ,TRUE,2 Year,One Line,DSL,Phone+Internet
9754-CLVZW,Female,0,Yes,Yes,0,1,0,Credit card (automatic),$38.85 ,"$1,025.15 ",No,26,TRUE,FALSE,FALSE,TRUE,FALSE,3,20171130,$38.85 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
9753-OYLBX,Female,0,No,No,1,0,0,Mailed check,$20.50 ,$20.50 ,No,1,TRUE,FALSE,TRUE,FALSE,FALSE,0,20200111,$20.50 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
9752-ZNQUT,Female,0,No,No,1,1,0,Electronic check,$48.60 ,$48.60 ,No,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,20200111,$48.60 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
9750-BOOHV,Female,0,No,No,0,1,1,Mailed check,$30.15 ,$927.65 ,No,31,TRUE,FALSE,FALSE,TRUE,FALSE,0,20170720,$30.15 ,TRUE,1 Year,No Phone Service,DSL,Internet Only
9747-DDZOS,Female,0,No,No,1,2,0,Bank transfer (automatic),$73.50 ,$73.50 ,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,20200111,$73.50 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9746-YKGXB,Male,0,Yes,Yes,0,1,1,Bank transfer (automatic),$44.25 ,"$2,276.10 ",No,51,FALSE,FALSE,FALSE,TRUE,FALSE,3,20151030,$44.25 ,TRUE,1 Year,No Phone Service,DSL,Internet Only
9746-UGFAC,Female,0,No,No,1,0,1,Bank transfer (automatic),$20.85 ,$450.65 ,No,22,TRUE,FALSE,TRUE,FALSE,FALSE,0,20180424,$20.85 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
9746-MDMBK,Male,0,Yes,Yes,2,2,1,Bank transfer (automatic),$113.45 ,"$5,317.80 ",No,47,FALSE,FALSE,TRUE,TRUE,TRUE,3,20160317,$113.45 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
9743-DQKQW,Male,0,No,No,0,1,0,Electronic check,$25.10 ,$79.80 ,No,3,FALSE,FALSE,FALSE,TRUE,FALSE,0,20191106,$25.10 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
9742-XOKTS,Male,0,Yes,Yes,2,2,1,Electronic check,$89.55 ,"$6,038.55 ",No,67,FALSE,FALSE,TRUE,TRUE,TRUE,3,20140630,$89.55 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
9741-YLNTD,Male,0,No,No,2,2,0,Bank transfer (automatic),$87.95 ,$522.35 ,No,6,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190814,$87.95 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
9739-JLPQJ,Female,0,Yes,Yes,2,2,2,Credit card (automatic),$117.50 ,"$8,670.10 ",No,74,TRUE,FALSE,TRUE,TRUE,TRUE,3,20131219,$117.50 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
9738-QLWTP,Male,0,No,No,1,2,1,Electronic check,$81.90 ,"$3,219.75 ",No,39,FALSE,FALSE,TRUE,TRUE,TRUE,0,20161102,$81.90 ,TRUE,1 Year,One Line,Fiber Optic,Phone+Internet
9734-YWGEX,Female,0,No,No,2,2,0,Credit card (automatic),$98.30 ,$923.50 ,Yes,9,TRUE,TRUE,TRUE,TRUE,TRUE,0,20190501,$98.30 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
9734-UYXQI,Female,0,No,No,2,1,0,Electronic check,$49.40 ,$106.55 ,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,0,20191207,$49.40 ,TRUE,Month-to-Month,Two or More Lines,DSL,Phone+Internet
9732-OUYRN,Female,0,Yes,No,1,0,1,Credit card (automatic),$19.00 ,$918.70 ,No,48,TRUE,FALSE,TRUE,FALSE,FALSE,1,20160201,$19.00 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
9732-KPKBW,Male,0,No,No,1,1,0,Electronic check,$53.95 ,$53.95 ,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20200111,$53.95 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
9732-EQMWY,Female,0,Yes,No,1,2,0,Electronic check,$99.40 ,"$5,025.00 ",No,51,TRUE,FALSE,TRUE,TRUE,TRUE,1,20151126,$99.40 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9730-DRTMJ,Male,0,Yes,No,2,1,1,Credit card (automatic),$72.80 ,"$2,333.05 ",No,32,FALSE,FALSE,TRUE,TRUE,TRUE,1,20170611,$72.80 ,TRUE,1 Year,Two or More Lines,DSL,Phone+Internet
9728-FTTVZ,Female,0,No,No,1,2,0,Electronic check,$69.20 ,$69.20 ,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,20200111,$69.20 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9725-SCPZG,Male,0,No,Yes,1,2,0,Electronic check,$90.85 ,$90.85 ,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,2,20200111,$90.85 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9722-UJOJR,Male,0,Yes,Yes,1,2,0,Electronic check,$70.75 ,"$1,974.80 ",Yes,28,FALSE,TRUE,TRUE,TRUE,TRUE,3,20171014,$70.75 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9720-JJJOR,Male,0,Yes,Yes,1,1,1,Bank transfer (automatic),$60.30 ,"$2,511.30 ",No,42,FALSE,FALSE,TRUE,TRUE,TRUE,3,20160823,$60.30 ,TRUE,1 Year,One Line,DSL,Phone+Internet
9717-QEBGU,Male,0,No,No,1,2,0,Electronic check,$70.30 ,$144.00 ,No,2,FALSE,FALSE,TRUE,TRUE,TRUE,0,20191210,$70.30 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9717-IOAAF,Male,0,No,Yes,2,0,2,Credit card (automatic),$25.85 ,$788.55 ,No,31,FALSE,FALSE,TRUE,FALSE,FALSE,2,20170728,$25.85 ,TRUE,2 Year,Two or More Lines,No Internet Service,Phone Only
9715-WZCLW,Male,0,Yes,Yes,2,2,2,Electronic check,$97.20 ,"$6,910.30 ",No,71,FALSE,FALSE,TRUE,TRUE,TRUE,3,20140311,$97.20 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
9715-SBVSU,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),$61.40 ,$815.55 ,No,13,FALSE,FALSE,TRUE,TRUE,TRUE,3,20190102,$61.40 ,TRUE,2 Year,One Line,DSL,Phone+Internet
9714-EDSUC,Male,0,No,No,1,2,0,Mailed check,$94.90 ,$360.55 ,No,4,FALSE,FALSE,TRUE,TRUE,TRUE,0,20191018,$94.90 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9711-FJTBX,Male,0,Yes,Yes,1,2,1,Mailed check,$85.85 ,"$4,793.80 ",No,56,FALSE,FALSE,TRUE,TRUE,TRUE,3,20150618,$85.85 ,TRUE,1 Year,One Line,Fiber Optic,Phone+Internet
9710-ZUSHQ,Female,1,No,No,2,2,0,Bank transfer (automatic),$106.75 ,"$4,056.75 ",Yes,38,TRUE,TRUE,TRUE,TRUE,TRUE,0,20161212,$106.75 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
9710-NJERN,Female,0,No,No,1,0,2,Mailed check,$20.15 ,$826.00 ,No,41,TRUE,FALSE,TRUE,FALSE,FALSE,0,20160912,$20.15 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
9708-KFDBY,Male,0,No,No,1,0,0,Credit card (automatic),$20.55 ,$20.55 ,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,0,20200111,$20.55 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
9708-HPXWZ,Male,1,No,No,0,1,0,Credit card (automatic),$45.40 ,$214.75 ,No,5,FALSE,FALSE,FALSE,TRUE,FALSE,0,20190920,$45.40 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
9705-ZJBCG,Female,0,Yes,Yes,1,1,1,Bank transfer (automatic),$54.15 ,$701.05 ,No,13,TRUE,FALSE,TRUE,TRUE,TRUE,3,20190113,$54.15 ,TRUE,1 Year,One Line,DSL,Phone+Internet
9705-IOVQQ,Male,1,Yes,Yes,2,2,1,Electronic check,$99.00 ,"$5,969.30 ",No,60,FALSE,FALSE,TRUE,TRUE,TRUE,3,20150202,$99.00 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
9702-AIUJO,Male,0,Yes,Yes,1,1,1,Bank transfer (automatic),$44.80 ,"$2,230.85 ",No,50,FALSE,FALSE,TRUE,TRUE,TRUE,3,20151219,$44.80 ,TRUE,1 Year,One Line,DSL,Phone+Internet
9701-CDXHR,Female,0,Yes,No,1,2,0,Mailed check,$69.15 ,"$3,649.60 ",No,53,TRUE,FALSE,TRUE,TRUE,TRUE,1,20150919,$69.15 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9700-ZCLOT,Male,0,No,No,1,0,0,Mailed check,$20.00 ,$32.70 ,No,2,FALSE,FALSE,TRUE,FALSE,FALSE,0,20191223,$20.00 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
9700-ISPUP,Female,0,Yes,Yes,1,1,0,Electronic check,$65.50 ,$616.90 ,No,9,TRUE,FALSE,TRUE,TRUE,TRUE,3,20190430,$65.50 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
9699-UBQFS,Female,1,Yes,No,2,2,0,Electronic check,$94.50 ,"$4,156.80 ",No,44,TRUE,FALSE,TRUE,TRUE,TRUE,1,20160613,$94.50 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
9696-RMYBA,Male,0,No,No,1,2,0,Mailed check,$80.10 ,$398.55 ,No,5,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190912,$80.10 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9695-IDRZR,Female,0,No,Yes,2,2,2,Credit card (automatic),$116.15 ,"$3,946.90 ",No,34,TRUE,FALSE,TRUE,TRUE,TRUE,2,20170413,$116.15 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
9693-XMUOB,Male,1,Yes,No,0,1,0,Electronic check,$50.25 ,"$2,997.45 ",No,60,FALSE,FALSE,FALSE,TRUE,FALSE,1,20150222,$50.25 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
9692-TUSXH,Female,0,No,No,1,2,0,Electronic check,$96.05 ,"$1,740.70 ",Yes,18,TRUE,TRUE,TRUE,TRUE,TRUE,0,20180808,$96.05 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9691-HKOVS,Female,0,Yes,No,2,1,1,Electronic check,$90.15 ,"$4,916.95 ",No,55,TRUE,FALSE,TRUE,TRUE,TRUE,1,20150728,$90.15 ,TRUE,1 Year,Two or More Lines,DSL,Phone+Internet
9689-PTNPG,Male,0,No,No,1,2,0,Electronic check,$80.25 ,$144.55 ,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,20191218,$80.25 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
9688-YGXVR,Female,0,No,No,1,2,0,Credit card (automatic),$88.15 ,"$3,973.20 ",No,45,TRUE,FALSE,TRUE,TRUE,TRUE,0,20160511,$88.15 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
